na,nb,road_length,road_width
83383,25579,240.733130,38
83385,83386,130.899150,15
83388,83389,144.466949,18
83390,14183,26.164803,28
83391,83392,506.529454,30
83393,22857,272.965304,42
83394,23394,113.445408,50
79547,83395,301.353856,60
83396,83397,32.522381,40
36128,33919,694.732922,30
43255,83398,335.623854,44
67278,83399,495.607859,22
83400,83401,88.604822,15
77586,83402,357.475140,30
83403,28943,455.637918,44
83405,67385,792.030221,66
5049,83406,775.601209,30
72882,83407,261.026122,44
83408,79542,491.816118,30
83409,83410,560.225158,20
83412,83413,235.196032,0
83414,83415,219.040286,44
83416,50681,20.832072,50
15452,11597,269.774067,50
7333,63619,288.123539,70
64762,83417,213.863586,32
3737,19335,60.442832,34
83461,59314,602.471230,30
83462,83463,316.862652,38
83464,12169,535.917685,30
83465,83466,626.643973,30
83470,83471,1492.900495,42
83472,3174,234.508796,25
83475,83476,278.992522,20
83477,9801,280.720834,34
48779,6578,470.734307,30
83478,83479,267.829840,15
27587,47969,250.048482,34
83480,83481,1048.285279,44
83482,80131,448.709181,30
49476,83483,151.391107,52
58124,83484,106.218618,30
26351,44952,268.613035,60
83487,83488,378.324473,10
83489,13079,781.699950,30
83492,44259,133.075300,10
83493,18852,260.715059,42
83518,29408,4181.882748,0
83551,28905,635.451275,30
83552,54445,155.254937,15
83553,83554,334.612620,60
83555,83556,303.810320,20
83585,62254,385.677299,0
83586,83587,271.497923,0
83588,83589,76.638175,30
83590,42180,403.341163,30
53374,83591,110.087343,18
28198,83592,253.213442,34
63210,83593,79.126931,6
83595,14914,543.784645,0
83597,51549,261.767203,50
83598,83599,274.401837,28
83600,83601,399.504609,16
83602,83603,661.333717,30
83604,55802,240.456790,50
83609,83610,374.792707,34
83614,23416,280.729456,18
83615,83616,26.123438,32
24594,78695,647.191580,30
83617,15429,90.110312,48
83619,83620,55.001848,44
18951,83621,72.065932,38
83622,71676,630.708033,40
46632,54703,372.658486,36
83623,7182,282.753567,36
83624,60576,17.912505,22
83625,37904,169.943654,30
83626,83627,404.759998,38
66824,83628,19.810382,40
83631,48888,279.771700,22
83633,83634,522.527688,40
74448,77868,230.401090,24
7522,83635,177.212260,26
83636,83637,250.693488,30
13445,24575,577.945442,22
83638,83639,266.303314,30
83640,83641,435.088142,30
83642,83643,327.183906,0
83644,83645,253.633768,22
83646,83647,519.594592,30
83648,46484,768.016924,30
83649,83650,200.533864,28
83654,12966,66.856312,24
83655,83656,20.815448,40
83657,64688,581.550617,34
47094,83658,284.144922,50
47925,83659,87.456500,30
83660,83661,646.716988,30
83712,83713,310.550404,20
83714,17850,396.184264,30
63432,8247,93.456073,40
14335,75411,117.185612,44
83715,33686,269.768488,44
24608,64672,248.062439,36
83716,83717,353.408483,60
83718,11913,779.307149,34
83720,83721,77.636043,36
26778,72447,254.161054,52
83723,61609,50.063537,0
83724,83725,931.490350,30
83726,83727,343.196895,42
83729,79610,32.386924,30
1389,83730,338.486540,30
83731,83732,114.523132,38
83733,74133,288.782487,30
83734,83735,120.505383,30
5441,83736,376.006420,24
24937,83737,8.527520,32
83738,30833,262.368677,40
83739,83740,54.667071,45
83741,72344,457.223123,16
83742,83743,132.232126,30
83744,73160,184.099013,44
83745,83746,142.421034,30
83748,47299,425.430401,30
55529,83749,327.687946,30
83750,63685,351.075538,32
83756,83757,352.656368,30
56198,39595,146.570352,34
83758,44019,889.306970,30
83759,83760,251.040376,38
83761,38298,311.660683,0
83762,55751,291.679132,44
83763,83764,35.005469,20
83765,83766,260.508029,60
26334,20329,252.450676,28
83768,83769,877.215205,0
83771,83772,88.979188,25
83773,83774,460.161867,30
83776,65182,449.977104,50
83777,46488,131.966494,38
25794,21531,671.466045,34
83778,83779,263.119644,54
83781,83782,350.518555,14
83783,83784,200.335472,30
23762,83785,980.126820,28
83786,83787,250.537532,38
39792,63512,204.388676,20
35072,83788,233.909095,20
83789,17541,449.460290,34
78567,83790,165.202287,0
83791,83792,235.025946,30
4323,81874,237.886327,30
83793,13190,326.517322,34
83794,36668,830.649331,30
22722,38517,778.578278,30
83795,83796,119.126154,14
19944,74304,250.924707,30
83797,83798,854.728534,32
83799,48911,549.294789,38
23197,83800,501.743886,30
83801,83802,644.415445,32
83804,65342,28.134970,40
34254,83805,262.053312,30
45897,83806,40.884143,18
67226,83807,51.036276,35
70064,82018,354.616800,30
83808,83809,124.027045,0
83837,69857,1108.972486,18
83838,53851,261.595546,42
83839,83840,105.286663,30
83841,34802,249.856580,30
4243,82347,241.891123,32
83844,83845,620.981347,24
83846,83847,299.605934,30
83848,83849,488.112294,30
83850,27509,265.577097,26
83851,83852,108.817781,30
83853,83854,147.139116,30
83855,83856,249.429067,30
65035,83857,44.747399,140
83858,83859,302.570059,26
83860,83861,303.439691,32
83862,83863,258.711902,44
83864,83865,43.393777,0
26753,83866,41.577644,30
83867,83868,133.268666,30
83869,83870,183.174671,50
83871,44805,580.807536,30
83872,14073,40.718722,48
83874,83875,645.267967,30
83876,83877,88.572695,68
83878,83879,135.273093,32
83880,71184,303.774879,30
53412,34167,742.793444,30
1337,83881,1635.184940,50
8424,83882,399.999812,60
56677,83883,70.078538,24
7053,83884,259.569325,36
53472,61348,776.529687,42
83885,83886,770.481289,0
83919,48491,825.906736,22
1842,83920,10.093056,30
32698,83921,212.765372,30
83923,83924,261.457762,30
17154,30950,54.299907,0
83926,83927,99.884441,60
4337,66677,130.619506,35
41306,73335,31.576078,20
83928,83929,319.368661,50
83930,83931,329.844956,30
83932,69126,59.584528,35
83933,83934,613.336720,65
72270,83935,134.695243,30
83936,83937,235.124137,24
83938,5923,260.794660,30
83939,83940,592.764104,16
58021,5441,114.100411,24
83943,29571,205.886059,40
83944,83945,239.427528,56
83947,70403,351.592620,38
29439,83948,123.056514,32
83949,52625,251.555244,70
83950,78498,289.864023,32
83951,83952,96.620672,30
83953,83954,440.983560,30
31825,83955,189.819554,24
12292,83956,337.623285,50
83957,83958,138.884426,30
83959,83960,41.436328,54
83961,83962,26.490990,32
6446,83963,261.743327,50
83964,83965,77.040767,16
37612,49330,827.329517,30
83966,83967,160.689542,50
83968,65333,1056.448680,34
83969,83970,318.671603,44
26792,3189,314.515149,30
50319,83971,265.328750,42
83972,83973,40.876534,44
83974,83975,64.780306,40
83976,83977,65.243166,54
6781,83397,260.725709,30
8099,23409,626.799189,30
83978,83979,1004.614420,15
83980,83981,436.519212,30
83982,83983,170.407665,30
83985,17411,272.263436,30
36478,75695,75.309741,15
43861,33026,254.803034,30
56683,83986,60.646636,20
83987,83988,444.896862,36
27478,83989,260.704545,44
83990,83991,257.326779,24
84000,84001,477.899468,30
10112,79360,255.554357,40
84002,84003,249.338468,70
64004,84004,39.508390,40
48563,75200,169.803516,24
37259,31666,507.428651,30
84140,84141,1628.179976,0
78495,84142,259.927251,42
84143,84144,692.044253,30
66815,84146,281.146871,36
69136,84147,197.990150,30
84149,71247,404.811013,20
53669,84151,480.868921,30
84152,955,271.719768,36
19395,84153,55.180651,40
84154,24524,127.451278,74
84155,84156,736.626962,30
84157,46820,325.597522,40
84158,84159,472.600044,30
83372,17592,644.279894,30
14896,84160,441.044016,0
84161,18101,260.459463,28
84182,84183,668.029910,16
84184,39409,271.557494,40
84185,84186,260.115893,34
84187,84188,75.709515,16
84189,84190,166.726504,50
77265,70855,625.421957,28
84191,84192,31.419737,0
84193,84194,452.159944,30
57117,84195,312.901193,30
84257,37691,249.939920,0
84259,33468,228.007911,26
68377,74444,905.349152,30
84260,23316,118.967538,36
12805,84261,162.060366,38
84262,84263,578.262295,32
84264,38733,231.809400,20
84265,84266,248.329662,30
84267,80384,506.209815,28
59135,70537,128.271779,48
84272,84273,1156.331732,30
84276,84277,1476.392461,20
12166,71909,580.728809,38
84278,41580,635.778892,30
21855,84279,269.854219,34
75332,4366,259.175577,40
40469,84280,259.010905,35
84281,84282,249.381715,40
84284,84285,270.314650,28
84286,84287,332.037318,60
84299,84300,402.440676,20
84301,84302,1445.136533,60
84309,84310,181.194971,16
7795,23966,409.362859,28
84311,84312,46.942569,46
17438,49318,91.368839,50
84314,84315,324.773549,34
84316,84317,215.291337,25
84318,84319,214.080248,28
84320,84321,595.791711,38
47673,84322,688.504752,30
84323,62347,243.991810,30
84324,84325,99.649165,0
84326,84327,411.197449,24
84328,58581,184.432500,40
84330,84331,278.813421,6
84333,84334,55.905276,30
61191,65526,1023.719263,30
84335,83317,53.609779,32
84336,58161,213.779422,30
84337,22198,42.068990,36
52817,84338,83.875885,30
84339,84340,312.659942,34
84341,11775,485.674513,60
84342,84343,414.887538,30
84344,84345,267.922980,30
6534,52193,195.878010,40
84349,84350,50.216329,0
84361,84362,499.500015,52
17023,84363,404.832352,32
84364,54008,150.112339,30
59412,37286,256.880005,28
84367,84368,176.861303,8
84371,84372,458.951205,30
77776,17173,261.885956,60
84373,74148,185.294581,38
84374,20277,96.704887,24
45855,58597,51.361977,24
84379,66506,887.928262,34
54083,84380,760.206055,34
84381,84382,374.904879,30
84398,17063,444.327610,16
84399,74632,29.894326,24
84400,84401,36.419429,60
84402,37072,29.036441,36
45202,84403,260.121751,42
63547,34715,363.649819,30
84406,34205,101.475998,30
12234,78446,111.930926,44
84407,84408,639.158097,30
24337,33277,713.567848,40
84409,82686,260.424543,34
84456,84457,383.260676,34
84458,84459,220.318784,35
84463,84464,252.204455,22
84469,84470,264.046585,32
84471,88,125.018065,6
84472,84473,87.314973,0
54303,4151,28.837349,26
84474,44971,276.255860,30
84475,34154,293.277975,50
84476,84477,403.088675,28
84484,84485,935.942761,36
84486,84487,95.227202,30
84488,84489,752.934717,30
84490,7432,480.916707,32
84491,84492,46.084518,40
84493,81112,117.401689,70
84494,71502,184.180953,28
34189,84495,179.286231,32
84500,84501,658.765288,30
84502,84503,239.411333,54
27119,560,278.855431,44
25011,84504,487.752738,30
16994,84505,232.094783,30
41606,37343,169.078068,34
84506,84507,529.940011,50
84510,84511,559.081180,48
84512,32581,260.138960,34
84514,35228,48.932532,0
84515,16611,248.665218,50
84516,84517,610.401283,30
84518,84519,72.464169,42
41308,45137,148.162989,30
45176,58110,411.582144,60
84520,84521,226.091496,60
84522,84523,188.196414,22
84524,84525,413.355207,48
84526,84527,779.832222,32
64232,84528,383.429287,36
84529,46899,250.329963,30
84530,959,772.833906,36
84531,53479,41.878940,0
84532,63400,35.179488,0
14892,84533,789.717493,42
84535,84536,526.431003,30
84537,84538,2148.088061,26
84539,84540,144.785669,0
84541,4747,261.368842,50
75431,4983,290.812621,62
84542,84543,261.380348,44
84544,83855,251.413431,30
53036,57075,31.680077,16
84545,84546,537.496975,32
77453,84547,249.283729,30
84548,28263,433.855081,54
18139,84549,35.571876,20
84550,84551,59.952769,26
9725,84552,190.841507,30
84553,84554,106.049121,24
84555,12661,264.441892,30
28967,84556,166.424798,36
84557,84558,172.487853,34
83216,58556,229.584190,32
59014,13050,132.516155,40
39283,84559,273.706932,30
6883,84560,674.642961,30
84561,84562,237.443857,28
84563,7018,879.611000,34
84564,54343,222.444322,34
84565,84566,42.574570,60
84567,84568,854.518137,30
60397,84569,221.425993,18
84570,84571,420.593697,32
84572,76579,42.305798,40
84574,1896,57.077601,44
84575,58516,260.317690,30
47495,69793,117.253114,24
84576,44216,266.123501,30
84577,84578,510.035765,30
84579,84580,266.850148,30
84582,6585,164.060089,44
77452,84583,590.132506,30
29926,84584,261.958432,32
70699,74565,601.507410,30
19071,59859,257.781192,60
84585,84586,273.205947,30
84588,84589,460.517233,30
10042,13211,837.308352,30
84591,84592,578.586865,10
43233,10829,630.523123,30
8260,84593,289.147869,60
84594,84595,93.683109,46
33936,84596,596.271300,70
84597,84598,172.437397,38
77132,84599,273.346304,44
84601,36635,190.129218,28
84602,84603,231.260222,0
84604,84605,560.553328,30
84606,84607,458.258364,30
63445,12238,670.344409,30
84608,84609,27.077287,40
84625,43304,82.901375,30
84628,84629,189.158586,24
84630,84631,410.111319,0
59050,70712,389.789227,30
84632,65565,229.213279,24
22703,27714,49.773878,24
84633,53548,158.826993,20
84634,24574,139.862864,30
84635,84636,863.964501,52
84637,84638,465.232887,42
63674,84639,303.722523,34
51470,84640,255.177170,36
21067,84641,498.776728,30
82989,84642,475.254928,35
34208,84643,350.202364,32
84644,84645,27.372214,20
84646,84647,643.673147,30
84650,1860,278.859766,14
84652,84653,68.858758,26
84654,50768,250.208084,34
21768,25986,275.875524,36
84655,51022,377.807706,30
81933,84656,189.534043,40
11855,84657,758.302719,30
84658,84659,228.010672,30
84660,84661,83.542863,24
84662,35479,408.886452,32
84663,84664,257.437980,60
50836,84665,526.777013,30
84666,84667,298.642964,35
84669,62342,155.748399,24
84670,84671,609.060115,26
37871,5419,300.680919,30
84672,84673,245.272316,30
84674,84675,39.046248,42
84678,84679,141.830202,42
84725,84726,1288.974444,42
51665,15966,272.886808,30
84727,84728,48.220881,32
84729,84730,284.782180,40
84731,40014,263.103196,40
77147,40812,610.492020,30
84732,84733,114.569595,0
84734,22555,569.793790,30
84735,54,252.433733,40
82504,50748,588.195660,30
69368,44829,661.770665,40
22038,19275,21.954532,40
79962,60942,259.815673,42
84736,17687,442.174786,36
84737,84738,598.689752,44
84739,84740,57.707158,40
84741,84742,217.272458,44
84743,59051,255.135427,30
84744,72767,398.698364,30
84748,32070,2554.058834,26
73562,84749,778.364515,40
84750,84751,451.733892,30
84752,84753,98.573146,25
59786,84754,598.099453,32
84755,84756,11.020563,22
11605,84757,735.196962,30
72108,84758,48.190251,30
84761,32557,808.615306,30
67138,82382,250.429879,30
84762,84763,670.358006,30
76888,84764,309.698769,35
76475,70392,652.592585,30
84828,84829,578.510337,16
84830,12243,214.443851,34
84831,84832,374.530275,30
84833,84834,260.076663,30
22513,29551,670.748016,30
41820,7199,21.266690,45
84839,77963,242.570433,8
60846,9724,224.937953,58
84840,80224,62.348762,22
84841,84842,75.831045,40
84843,3798,356.157719,30
1205,800,302.333482,36
84844,84845,411.425650,32
84849,43482,250.616716,30
57443,84850,263.177543,30
6198,84851,775.618220,60
84852,61103,260.511170,24
46658,72904,521.608451,30
84853,68251,270.731399,50
84854,5701,743.786701,32
84855,84856,26.679173,0
84857,84858,268.082242,45
3910,84859,83.834519,40
84861,84862,269.721652,46
84863,84864,258.481341,16
84865,84866,83.306620,34
84868,72257,45.525090,30
84869,83185,203.503790,40
84871,84872,150.625583,20
11414,68328,295.581498,40
60584,30087,24.791000,30
84873,84874,323.029541,10
16954,11283,258.964370,34
84875,956,241.919427,40
84876,84877,167.164064,34
84887,84888,577.791816,36
84889,68096,159.743223,0
84890,74624,60.801668,34
18761,19638,250.498171,26
30336,84891,16.064784,36
84892,70613,181.590679,30
84896,84897,41.094976,28
1211,84898,880.637262,30
84899,84900,256.478369,30
84901,84902,249.567388,30
84903,48837,620.175153,30
84911,34660,409.474637,30
84912,23210,122.679878,32
84914,84915,96.793379,10
84919,84920,373.708979,30
59932,71140,506.863825,30
16842,73770,514.341113,32
51651,80659,779.530198,30
84924,15763,701.948199,0
84926,84927,255.309659,45
84928,84929,260.606051,34
57718,84930,546.177735,34
84931,84932,117.936642,28
84941,11481,2717.667181,32
11928,84942,295.827615,30
12557,84943,249.252065,30
67880,84944,239.303505,40
84945,55684,234.522866,30
84947,84948,211.658715,30
34222,84949,441.921873,30
84950,7594,108.374114,62
84951,22263,271.761238,42
84952,84953,625.208139,40
84955,63606,257.241208,30
84965,49054,971.185147,36
84966,84967,298.021677,35
84968,84969,246.579495,22
15888,84970,259.547105,24
84988,84989,725.079202,50
80567,56957,298.124996,72
84990,84991,265.811301,34
77679,84992,858.366789,30
69311,84993,779.428458,30
85001,85002,1205.781533,35
39626,55806,259.678165,48
85003,27320,609.442135,30
85004,4346,260.174927,40
85005,85006,284.556171,26
85007,85008,39.401342,24
13638,3589,710.886219,35
85009,22568,64.021229,36
76402,85010,604.126100,32
85011,44976,337.181019,60
85012,43072,259.606547,30
85013,85014,387.797975,36
85015,85016,272.635219,30
85017,85018,265.988506,44
85021,85022,804.730771,20
53919,85023,270.539394,32
85029,85030,261.219631,10
58357,85031,40.685624,40
85032,42998,315.192462,68
85033,85034,267.508743,30
85036,85037,77.496865,0
85038,59130,50.437795,40
85039,85040,280.196210,46
85044,22925,3385.801827,10
85048,85049,98.834755,0
51630,85050,159.857670,34
85051,33683,45.729754,22
85052,85053,706.667842,30
49975,27185,75.513476,24
13807,65663,44.375924,30
85055,85056,660.337413,30
85057,85058,222.722629,14
3665,58476,900.043333,30
85060,85061,520.492394,50
39179,85062,33.096178,42
85063,85064,35.409933,60
66773,85065,342.898935,20
85066,85067,713.147801,6
85068,45196,305.214891,45
85069,85070,45.351575,0
85071,27925,255.104395,30
55684,82005,250.084974,30
4146,30005,18.155545,32
8424,32118,461.829668,30
85072,85073,148.855903,30
85074,81041,257.037244,44
85076,49489,367.037369,30
85083,35667,699.642281,46
85084,85085,214.005551,30
85087,73580,202.649086,34
85089,85090,507.165138,18
34118,10827,452.547657,30
85091,72869,260.316462,32
85092,48885,46.963748,60
85094,85095,102.993533,0
85096,71884,52.464532,30
85097,85098,354.617481,40
85100,12197,280.292640,15
85107,85108,270.639570,34
61932,85109,249.875752,42
85110,13220,36.990712,32
45435,85111,256.991426,28
85112,85113,192.207027,56
85116,85117,763.622067,24
85119,4430,55.986048,44
85120,85121,280.744042,30
44680,8037,259.400895,30
56505,85122,190.655433,50
85123,85124,254.810065,30
85125,17685,268.921668,24
85126,85127,74.260233,0
85128,75432,262.150183,32
61832,85129,99.857551,30
85166,85167,1905.741502,26
